# projection_start_date = 43830
36563,20000207
36564,20000208
36565,20000209
36566,20000210
36567,20000211
36647,20000501
36648,20000502
36649,20000503
36650,20000504
36651,20000505
36801,20001002
36802,20001003
36803,20001004
36804,20001005
36805,20001006
36892,20010101
36915,20010124
36916,20010125
36917,20010126
36920,20010129
36921,20010130
37012,20010501
37013,20010502
37014,20010503
37015,20010504
37018,20010507
37165,20011001
37166,20011002
37167,20011003
37168,20011004
37169,20011005
37257,20020101
37258,20020102
37259,20020103
37299,20020212
37300,20020213
37301,20020214
37302,20020215
37305,20020218
37377,20020501
37378,20020502
37379,20020503
37382,20020506
37383,20020507
37530,20021001
37531,20021002
37532,20021003
37533,20021004
37536,20021007
37622,20030101
37655,20030203
37656,20030204
37657,20030205
37658,20030206
37659,20030207
37742,20030501
37743,20030502
37746,20030505
37895,20031001
37896,20031002
37897,20031003
37900,20031006
37901,20031007
37987,20040101
38008,20040122
38009,20040123
38012,20040126
38013,20040127
38014,20040128
38110,20040503
38111,20040504
38112,20040505
38113,20040506
38114,20040507
38261,20041001
38264,20041004
38265,20041005
38266,20041006
38267,20041007
38355,20050103
38392,20050209
38393,20050210
38394,20050211
38397,20050214
38398,20050215
38474,20050502
38475,20050503
38476,20050504
38477,20050505
38478,20050506
38628,20051003
38629,20051004
38630,20051005
38631,20051006
38632,20051007
38719,20060102
38720,20060103
38747,20060130
38748,20060131
38749,20060201
38750,20060202
38751,20060203
38838,20060501
38839,20060502
38840,20060503
38841,20060504
38842,20060505
38992,20061002
38993,20061003
38994,20061004
38995,20061005
38996,20061006
39083,20070101
39084,20070102
39085,20070103
39132,20070219
39133,20070220
39134,20070221
39135,20070222
39136,20070223
39203,20070501
39204,20070502
39205,20070503
39206,20070504
39209,20070507
39356,20071001
39357,20071002
39358,20071003
39359,20071004
39360,20071005
39447,20071231
39448,20080101
39484,20080206
39485,20080207
39486,20080208
39489,20080211
39490,20080212
39542,20080404
39569,20080501
39570,20080502
39608,20080609
39706,20080915
39720,20080929
39721,20080930
39722,20081001
39723,20081002
39724,20081003
39814,20090101
39815,20090102
39839,20090126
39840,20090127
39841,20090128
39842,20090129
39843,20090130
39909,20090406
39934,20090501
39961,20090528
39962,20090529
40087,20091001
40088,20091002
40091,20091005
40092,20091006
40093,20091007
40094,20091008
40179,20100101
40224,20100215
40225,20100216
40226,20100217
40227,20100218
40228,20100219
40273,20100405
40301,20100503
40343,20100614
40344,20100615
40345,20100616
40443,20100922
40444,20100923
40445,20100924
40452,20101001
40455,20101004
40456,20101005
40457,20101006
40458,20101007
40546,20110103
40576,20110202
40577,20110203
40578,20110204
40581,20110207
40582,20110208
40637,20110404
40638,20110405
40665,20110502
40700,20110606
40798,20110912
40819,20111003
40820,20111004
40821,20111005
40822,20111006
40823,20111007
40910,20120102
40911,20120103
40931,20120123
40932,20120124
40933,20120125
40934,20120126
40935,20120127
41001,20120402
41002,20120403
41003,20120404
41029,20120430
41030,20120501
41082,20120622
41183,20121001
41184,20121002
41185,20121003
41186,20121004
41187,20121005
41275,20130101
41276,20130102
41277,20130103
41316,20130211
41317,20130212
41318,20130213
41319,20130214
41320,20130215
41368,20130404
41369,20130405
41393,20130429
41394,20130430
41395,20130501
41435,20130610
41436,20130611
41437,20130612
41536,20130919
41537,20130920
41548,20131001
41549,20131002
41550,20131003
41551,20131004
41554,20131007
41640,20140101
41670,20140131
41673,20140203
41674,20140204
41675,20140205
41676,20140206
41736,20140407
41760,20140501
41761,20140502
41792,20140602
41890,20140908
41913,20141001
41914,20141002
41915,20141003
41918,20141006
41919,20141007
42005,20150101
42006,20150102
42053,20150218
42054,20150219
42055,20150220
42058,20150223
42059,20150224
42100,20150406
42125,20150501
42177,20150622
42250,20150903
42251,20150904
42278,20151001
42279,20151002
42282,20151005
42283,20151006
42284,20151007
42370,20160101
42408,20160208
42409,20160209
42410,20160210
42411,20160211
42412,20160212
42464,20160404
42492,20160502
42530,20160609
42531,20160610
42628,20160915
42629,20160916
42646,20161003
42647,20161004
42648,20161005
42649,20161006
42650,20161007
42737,20170102
42762,20170127
42765,20170130
42766,20170131
42767,20170201
42768,20170202
42828,20170403
42829,20170404
42856,20170501
42884,20170529
42885,20170530
43010,20171002
43011,20171003
43012,20171004
43013,20171005
43014,20171006
43101,20180101
43146,20180215
43147,20180216
43150,20180219
43151,20180220
43152,20180221
43195,20180405
43196,20180406
43220,20180430
43221,20180501
43269,20180618
43367,20180924
43374,20181001
43375,20181002
43376,20181003
43377,20181004
43378,20181005
43466,20190101
43467,20190102
43468,20190103
43500,20190204
43501,20190205
43502,20190206
43503,20190207
43504,20190208
43560,20190405
43584,20190429
43585,20190430
43586,20190501
43623,20190607
43721,20190913
43739,20191001
43740,20191002
43741,20191003
43742,20191004
43745,20191007
43831,20200101
43854,20200124
43857,20200127
43858,20200128
43859,20200129
43860,20200130
43927,20200406
43952,20200501
44007,20200625
44008,20200626
44105,20201001
44106,20201002
44109,20201005
44110,20201006
44111,20201007
44112,20201008
44197,20210101
44238,20210211
44239,20210212
44242,20210215
44243,20210216
44244,20210217
44291,20210405
44319,20210503
44361,20210614
44459,20210920
44460,20210921
44470,20211001
44473,20211004
44474,20211005
44475,20211006
44476,20211007
44564,20220103
44592,20220131
44593,20220201
44594,20220202
44595,20220203
44596,20220204
44655,20220404
44656,20220405
44683,20220502
44715,20220603
44816,20220912
44837,20221003
44838,20221004
44839,20221005
44840,20221006
44841,20221007
44928,20230102
44949,20230123
44950,20230124
44951,20230125
44952,20230126
44953,20230127
45019,20230403
45020,20230404
45021,20230405
45047,20230501
45099,20230622
45100,20230623
45198,20230929
45201,20231002
45202,20231003
45203,20231004
45204,20231005
45205,20231006
45292,20240101
45334,20240212
45335,20240213
45336,20240214
45386,20240404
45413,20240501
45453,20240610
45552,20240917
45566,20241001
45567,20241002
45568,20241003
45658,20250101
45686,20250129
45687,20250130
45688,20250131
45751,20250404
45778,20250501
45807,20250530
45931,20251001
45932,20251002
45933,20251003
45936,20251006
46023,20260101
46070,20260217
46071,20260218
46072,20260219
46118,20260406
46143,20260501
46192,20260619
46290,20260925
46295,20260930
46296,20261001
46297,20261002
46388,20270101
46426,20270208
46427,20270209
46428,20270210
46482,20270405
46507,20270430
46547,20270609
46645,20270915
46659,20270929
46660,20270930
46661,20271001
46752,20271231
46778,20280126
46779,20280127
46780,20280128
46847,20280404
46874,20280501
46931,20280627
47028,20281002
47029,20281003
47030,20281004
47031,20281005
47119,20290101
47162,20290213
47163,20290214
47164,20290215
47212,20290404
47239,20290501
47284,20290615
47382,20290921
47392,20291001
47393,20291002
47394,20291003
47484,20300101
47518,20300204
47519,20300205
47520,20300206
47578,20300405
47604,20300501
47639,20300605
47738,20300912
47757,20301001
47758,20301002
47759,20301003
47849,20310101
47871,20310123
47872,20310124
47875,20310127
47942,20310404
47969,20310501
48023,20310624
48121,20310930
48122,20311001
48123,20311002
48124,20311003
48214,20320101
48255,20320211
48256,20320212
48257,20320213
48309,20320405
48337,20320503
48376,20320611
48474,20320917
48488,20321001
48491,20321004
48492,20321005
48579,20321231
48610,20330131
48611,20330201
48612,20330202
48673,20330404
48701,20330502
48731,20330601
48830,20330908
48855,20331003
48856,20331004
48857,20331005
48946,20340102
48995,20340220
48996,20340221
48997,20340222
49039,20340405
49065,20340501
49115,20340620
49214,20340927
49219,20341002
49220,20341003
49221,20341004
49310,20350101
49348,20350208
49349,20350209
49352,20350212
49404,20350405
49430,20350501
49471,20350611
49569,20350917
49583,20351001
49584,20351002
49585,20351003
49675,20360101
49702,20360128
49703,20360129
49704,20360130
49769,20360404
49796,20360501
49825,20360530
49949,20361001
49950,20361002
49951,20361003
49954,20361006
50041,20370101
50087,20370216
50088,20370217
50089,20370218
50133,20370403
50161,20370501
50209,20370618
50307,20370924
50314,20371001
50315,20371002
50318,20371005
50406,20380101
50440,20380204
50441,20380205
50444,20380208
50500,20380405
50525,20380430
50563,20380607
50661,20380913
50679,20381001
50682,20381004
50683,20381005
50770,20381231
50794,20390124
50795,20390125
50796,20390126
50865,20390405
50892,20390502
50917,20390527
51046,20391003
51047,20391004
51048,20391005
51049,20391006
51137,20400102
51179,20400213
51180,20400214
51181,20400215
51230,20400404
51257,20400501
51301,20400614
51399,20400920
51410,20401001
51411,20401002
51412,20401003
51502,20410101
51533,20410201
51536,20410204
51537,20410205
51595,20410404
51622,20410501
51655,20410603
51754,20410910
51775,20411001
51776,20411002
51777,20411003
51867,20420101
51888,20420122
51889,20420123
51890,20420124
51960,20420404
51987,20420501
52040,20420623
52138,20420929
52140,20421001
52141,20421002
52142,20421003
52232,20430101
52272,20430210
52273,20430211
52274,20430212
52327,20430406
52352,20430501
52393,20430611
52491,20430917
52505,20431001
52506,20431002
52509,20431005
52597,20440101
52628,20440201
52629,20440202
52630,20440203
52691,20440404
52719,20440502
52748,20440531
52873,20441003
52874,20441004
52875,20441005
52876,20441006
