,inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime,check,diff,diffNum,date
586,160215.IB,3.47,indic/old,43333.4179992014,3.4625,3.4600001999959997,Wide,43333.4010823148,3.46,real,43333.4250963194,3.46,estimated,43333.4010823148,3.48,5000.0,8/21/2018 10:07:29 AM,3.46,0.1,43333.4250963194,43333.4250963194,-,-,0.1,3.46,-,0.1,60,43333.4250963194,-,-,0,-,43333.4252014468,AskOnly,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/21/2018 10:12:08 AM,-,-,-,8/21/2018 10:12:08 AM,-,-,-,-,False,0.4010823147982592,0.4010823147982592,43333
681,160215.IB,3.47,indic/old,43332.4422916667,3.45125,3.45,Wide,43332.4358101852,3.44,indic/old,43332.4422916667,3.45,real,43332.4358101852,3.5036287404685598,30000000.0,8/20/2018 10:37:15 AM,3.2700891217119596,30000000.0,43332.4425347222,43332.4577474537,-,-,0.1,-,-,0.1,60,43332.4577474537,-,-,0,-,43332.4577503241,"Ignored/ask,bid,",cfets,-,PRICE,160215.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 10:59:09 AM,-,-,-,8/20/2018 10:59:09 AM,-,-,-,-,False,0.4358101851976244,0.4358101851976244,43332
860,160215.IB,3.365,indic/old,43329.4033326852,3.3625,3.3649992858163102,Tight,43329.414528599504,3.36,real,43329.414528599504,3.36,estimated,43329.4033326852,3.5,5000.0,8/17/2018 9:56:55 AM,3.36,7000.0,43329.414528599504,43329.414528599504,3.5,-,5000.0,3.36,-,7000.0,60,43329.4145285995,-,-,0,-,43329.4145412847,TwoSide,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 9:56:55 AM,-,-,-,8/17/2018 9:56:55 AM,-,-,-,-,False,0.4145285995036829,0.4145285995036829,43329
937,160215.IB,3.3806172524625295,indic/old,43328.4668763889,3.37989210186629,3.3806172524577005,Tight,43328.6219905787,3.37916695127005,indic/old,43328.4674256944,3.37916695127005,estimated,43328.4674256944,3.4,3000.0,8/16/2018 2:55:39 PM,3.32,3000.0,43328.6219905787,43328.6219905787,3.4,-,3000.0,3.32,-,3000.0,60,43328.6219905787,-,-,0,-,43328.6223626852,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 2:55:39 PM,-,-,-,8/16/2018 2:55:39 PM,-,-,-,-,False,0.6219905787002062,0.6219905787002062,43328
68,160218.IB,3.92,real,43340.6678356482,3.9175,3.9,Wide,43340.6188888889,3.88,real,43340.6678356482,3.92,estimated,43340.6188888889,3.92,3000.0,8/28/2018 4:01:41 PM,3.88,3000.0,43340.6678356482,43340.6678356482,3.92,-,3000.0,3.88,-,3000.0,60,43340.6678356482,-,-,0,-,43340.6678405556,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/28/2018 4:01:41 PM,-,-,-,8/28/2018 4:01:41 PM,-,-,-,-,False,0.6188888889009831,0.6188888889009831,43340
290,160218.IB,3.88,indic/old,43335.5626736111,3.8775,3.87,Wide,43335.4277893519,3.86,indic/old,43335.5885416667,3.88,estimated,43335.4277893519,3.9,5000.0,8/23/2018 2:07:30 PM,3.75,3000.0,43335.5938256597,43335.5938256597,-,-,0.1,3.75,-,3000.0,60,43335.5938256597,-,-,0,-,43335.5938625116,AskOnly,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 2:15:06 PM,-,-,-,8/23/2018 2:15:06 PM,-,-,-,-,False,0.4277893519029021,0.4277893519029021,43335
628,160218.IB,3.94,indic/old,43332.585396875,3.935,3.93999983333611,average,43332.6166203704,3.93,real,43332.6166203704,3.93,estimated,43332.6156620833,3.9749848662907703,50000000.0,8/20/2018 2:08:45 PM,3.93,6000.0,43332.6166203704,43332.6166203704,-,-,0.1,3.93,-,6000.0,60,43332.6166203704,-,-,0,-,43332.616623148104,AskOnly,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/20/2018 2:47:56 PM,-,-,-,8/20/2018 2:47:56 PM,-,-,-,-,False,0.6166203703978681,0.6166203703978681,43332
705,160218.IB,3.885,indic/old,43329.6142507176,3.88125,3.88166666666667,estimated,43329.6149060995,3.88,indic/guess,43329.6149060995,3.88,real,43329.6149060995,3.9,0.1,8/17/2018 2:44:39 PM,3.88,3000.0,43329.6149060995,43329.6152532986,-,-,0.1,-,-,0.1,60,43329.6152532986,-,-,0,-,43329.6152530324,Quote withdrawn,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 2:45:57 PM,-,-,-,8/17/2018 2:45:57 PM,-,-,-,-,False,0.6149060995012405,0.6149060995012405,43329
77,1702002.IB,3.735,indic/old,43321.3645486111,3.7325,3.734999998837,Wide,43321.401030092595,3.70011008823532,indic/old,43327.3879976852,3.73,estimated,43321.3645486111,4.0899920262659295,50000000.0,8/17/2018 9:06:53 AM,3.5999909818632205,30000000.0,43329.3797800926,43329.3797800926,4.08999202626593,100.3193,50000000.0,3.59999098186322,101.994,30000000.0,60,43329.3797800926,-,-,0,-,43329.3797900694,TwoSide,cfets,-,PRICE,1702002.IB_PKBond,8/20/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/17/2018 9:06:53 AM,-,-,-,8/17/2018 9:06:53 AM,-,-,-,-,False,0.40103009259473765,0.40103009259473765,43321
196,1702002.IB,3.8,indic/old,43312.4978009259,3.7975,3.75833333333333,Wide,43311.4061921296,3.75,indic/old,43314.4294848148,3.8,estimated,43311.4061921296,4.05000790288574,50000000.0,8/6/2018 8:50:45 AM,3.60000462271563,30000000.0,43318.3685763889,43318.3685763889,4.05000790288574,100.4601,50000000.0,3.60000462271563,102.0132,30000000.0,60,43318.3685763889,-,-,0,-,43318.3685937153,TwoSide,cfets,-,PRICE,1702002.IB_PKBond,8/7/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/6/2018 8:50:45 AM,-,-,-,8/6/2018 8:50:45 AM,-,-,-,-,False,0.4061921296015498,0.4061921296015498,43311
61,1702003.IB,3.84,indic/old,43340.4460279977,3.8125,3.825,Wide,43340.4048938542,3.81,indic/old,43340.4501577431,3.81,estimated,43340.4048938542,3.9,5000.0,8/28/2018 10:51:43 AM,3.71,5000.0,43340.451281145804,43340.4525839352,3.9,-,5000.0,-,-,0.1,60,43340.4525839352,-,-,0,-,43340.453012662,BidOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/28/2018 10:51:43 AM,-,-,-,8/28/2018 10:51:43 AM,-,-,-,-,False,0.4048938541964162,0.4048938541964162,43340
94,1702003.IB,3.75,indic/old,43335.7308333102,3.7325,3.749999600008,Wide,43339.609259259305,3.73,indic/old,43339.609259259305,3.73,real,43335.4556577083,3.86,0.1,8/28/2018 9:41:30 AM,3.71,5000.0,43340.403828379596,43340.403828379596,3.86,-,0.1,3.71,-,5000.0,60,43340.4038283796,-,-,0,-,43340.4038651852,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/28/2018 9:41:30 AM,-,-,-,8/28/2018 9:41:30 AM,-,-,-,-,False,0.609259259304963,0.609259259304963,43339
237,1702003.IB,3.665,indic/old,43327.4290972222,3.6625,3.66499875031242,Tight,43327.433715277795,3.66,indic/old,43327.433715277795,3.66,estimated,43327.4290972222,3.9,4000.0,8/15/2018 10:24:33 AM,3.66,4000.0,43327.433715277795,43328.3298148148,-,-,0.0,-,-,0.1,60,43328.3298148148,-,-,0,-,43328.3298168056,Quote withdrawn,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 7:54:56 AM,-,-,-,8/16/2018 7:54:56 AM,-,-,-,-,False,0.4337152777952724,0.4337152777952724,43327
2985,170201.IB,4.16,indic/old,43335.3682638889,4.15695178338131,4.159999847592981,Tight,43335.4003819444,4.1539035667626205,indic/old,43334.6781597222,4.1539035667626205,estimated,43334.6780555556,4.25870043498223,80000000.0,8/23/2018 9:36:33 AM,3.9700057280135,30000000.0,43335.4003819444,43335.4003819444,4.25870043498223,98.0529,80000000.0,3.9700057280135,99.4113,30000000.0,60,43335.4003819444,-,-,0,-,43335.400398402795,TwoSide,cfets,-,PRICE,170201.IB_PKBond,8/24/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/23/2018 9:36:33 AM,-,-,-,8/23/2018 9:36:33 AM,-,-,-,-,False,0.4003819443969405,0.4003819443969405,43335
89,170205.IB,3.50895444278925,indic/old,43341.5875667824,3.50447722139462,3.50000004477199,Tight,43341.6249537037,3.5,indic/old,43341.5390625,3.50895444278925,estimated,43341.5875318287,3.59999388134446,60000000.0,8/29/2018 2:59:56 PM,3.4500052645180297,90000000.0,43341.6249537037,43341.6249537037,3.59999388134446,100.4213,60000000.0,3.45000526451803,100.6574,90000000.0,60,43341.6249537037,-,-,0,-,43341.624974074104,TwoSide,cfets,-,PRICE,170205.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 2:59:56 PM,-,-,-,8/29/2018 2:59:56 PM,-,-,-,-,False,0.6249537037001573,0.6249537037001573,43341
1277,170205.IB,3.6,indic/old,43340.4321868519,3.5975,3.575,Wide,43340.4321868519,3.55,indic/old,43340.4321868519,3.6,real,43339.6541080324,3.78002329435899,100000000.0,8/28/2018 10:45:54 AM,3.5302590890976604,400000000.0,43340.4485416667,43340.4485416667,3.78002329435899,100.1394,100000000.0,3.53025908909766,100.5319,400000000.0,60,43340.4485416667,-,-,0,-,43340.448543206,TwoSide,cfets,-,PRICE,170205.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 10:45:54 AM,-,-,-,8/28/2018 10:45:54 AM,-,-,-,-,False,0.4321868518964038,0.4321868518964038,43340
1373,170205.IB,3.5090118802502697,indic/old,43339.5831162037,3.50450594012514,3.5000001126471,Tight,43339.6141978125,3.5,real,43339.6141978125,3.5090118802502697,estimated,43339.5830782407,3.6,3000.0,8/27/2018 2:44:26 PM,3.5,5000.0,43339.6141978125,43339.6141978125,3.6,-,3000.0,3.5,-,5000.0,60,43339.6141978125,-,-,0,-,43339.6142091435,TwoSide,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/27/2018 2:44:26 PM,-,-,-,8/27/2018 2:44:26 PM,-,-,-,-,False,0.6141978125015157,0.6141978125015157,43339
1612,170205.IB,3.55,indic/old,43336.618729606496,3.530625,3.51625,estimated,43336.6229678588,3.46,real,43336.6229678588,3.53,real,43336.6229678588,3.55,3000.0,8/24/2018 2:50:58 PM,3.46,5000.0,43336.6229678588,43336.6229678588,-,-,0.0,3.46,-,0.0,60,-,3.53,-,0,43336.6229678588,43336.622980277796,Trade,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:57:04 PM,-,-,-,8/24/2018 2:57:04 PM,-,-,-,-,False,0.6229678587988019,0.6229678587988019,43336
1799,170205.IB,3.54,real,43335.6142812847,3.531875,3.5325,Wide,43335.614279837995,3.52,real,43335.6142812847,3.53,real,43335.614279837995,3.54,3000.0,8/23/2018 2:44:33 PM,3.52,5000.0,43335.6142812847,43335.6142812847,3.54,-,3000.0,3.52,-,5000.0,60,43335.6142812847,-,-,0,-,43335.614282534705,"Ignored/trade,",TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 2:44:33 PM,-,-,-,8/23/2018 2:44:33 PM,-,-,-,-,False,0.6142798379951273,0.6142798379951273,43335
2111,170205.IB,3.62,real,43334.4136993403,3.6175,3.6150009998000403,average,43334.4136993403,3.615,indic/old,43334.4134837963,3.62,estimated,43334.4134837963,3.62,5000.0,8/22/2018 9:55:43 AM,3.0000220496744503,30000000.0,43334.3986215278,43334.4136993403,3.62,-,5000.0,-,-,0.1,60,43334.4136993403,-,-,0,-,43334.4137121991,BidOnly,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 9:55:43 AM,-,-,-,8/22/2018 9:55:43 AM,-,-,-,-,False,0.4136993403008091,0.4136993403008091,43334
2199,170205.IB,3.65,indic/old,43333.6206714815,3.6075,3.6275,Wide,43333.6168209144,3.605,indic/old,43333.6206714815,3.605,estimated,43333.6168209144,3.8000276193870497,30000000.0,8/21/2018 3:10:54 PM,3.0000290391706,30000000.0,43333.6325771991,43333.6325771991,3.80002761938705,100.1099,30000000.0,3.0000290391706,101.3896,30000000.0,60,43333.6325771991,-,-,0,-,43333.6325789352,TwoSide,cfets,-,PRICE,170205.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 3:10:54 PM,-,-,-,8/21/2018 3:10:54 PM,-,-,-,-,False,0.6168209144016146,0.6168209144016146,43333
2352,170205.IB,3.6,indic/old,43332.6302777778,3.5725194777267797,3.5999992505056806,Wide,43332.619160648195,3.5700194777267797,indic/old,43332.6355375,3.5700194777267797,estimated,43332.619160648195,3.8000059063764797,30000000.0,8/20/2018 3:48:35 PM,3.46997197647324,30000000.0,43332.6587405093,43332.6587405093,3.80000590637648,100.1102,30000000.0,3.46997197647324,100.6358,30000000.0,60,43332.6587405093,-,-,0,-,43332.658742627296,TwoSide,cfets,-,PRICE,170205.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 3:48:35 PM,-,-,-,8/20/2018 3:48:35 PM,-,-,-,-,False,0.6191606481952476,0.6191606481952476,43332
2535,170205.IB,3.58,real,43329.6333796296,3.54375,3.56083333333333,Wide,43329.621582847205,3.52,indic/old,43329.6088188426,3.55,real,43329.621582847205,3.58,3000.0,8/17/2018 3:12:04 PM,3.51,5000.0,43329.6285822569,43329.6333796296,3.58,-,3000.0,-,-,0.1,60,43329.6333796296,-,-,0,-,43329.6333939815,BidOnly,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 3:12:04 PM,-,-,-,8/17/2018 3:12:04 PM,-,-,-,-,False,0.6215828472049907,0.6215828472049907,43329
2673,170205.IB,3.53,indic/old,43328.625741319396,3.5025,3.5085714285714302,Wide,43328.6109027778,3.5,indic/old,43328.625741319396,3.5,real,43328.6104974769,3.69998714994564,30000000.0,8/16/2018 3:23:49 PM,3.0000084690646602,30000000.0,43328.6415461806,43328.6415461806,3.69998714994564,100.2711,30000000.0,3.00000846906466,101.4012,30000000.0,60,43328.6415461806,-,-,0,-,43328.6415488079,TwoSide,cfets,-,PRICE,170205.IB_PKBond,8/17/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/16/2018 3:23:49 PM,-,-,-,8/16/2018 3:23:49 PM,-,-,-,-,False,0.6109027778002201,0.6109027778002201,43328
157,170206.IB,3.94,indic/old,43341.621165162,3.93625,3.935,Tight,43341.6247106481,3.9325,indic/old,43341.621165162,3.935,real,43341.6211644444,3.94500833151013,30000000.0,8/29/2018 2:59:35 PM,3.90500223364766,30000000.0,43341.6247106481,43341.6247106481,3.94500833151013,100.231,30000000.0,3.90500223364766,100.3644,30000000.0,60,43341.6247106481,-,-,0,-,43341.624749895804,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 2:59:35 PM,-,-,-,8/29/2018 2:59:35 PM,-,-,-,-,False,0.6247106481023366,0.6247106481023366,43341
2038,170206.IB,3.945,real,43340.6247491898,3.94,3.9383333333333304,Tight,43340.6248958333,3.935,indic/old,43340.617520277796,3.935,estimated,43340.5613657407,3.9499975260115403,30000000.0,8/28/2018 2:59:51 PM,3.9044108612868302,30000000.0,43340.6248958333,43340.6248958333,3.94999752601154,100.2146,30000000.0,3.90441086128683,100.3667,30000000.0,60,43340.6248958333,-,-,0,-,43340.6249039468,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 2:59:51 PM,-,-,-,8/28/2018 2:59:51 PM,-,-,-,-,False,0.6248958333017072,0.6248958333017072,43340
3019,170206.IB,3.94,indic/old,43339.6238295949,3.935,3.935,Tight,43339.6248611111,3.93,real,43339.6245967593,3.94,real,43339.612777777795,3.9449976882916897,30000000.0,8/27/2018 2:59:48 PM,3.9049875735003,30000000.0,43339.6248611111,43339.6248611111,3.94499768829169,100.2315,30000000.0,3.9049875735003,100.3651,30000000.0,60,43339.6248611111,-,-,0,-,43339.6248710301,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 2:59:48 PM,-,-,-,8/27/2018 2:59:48 PM,-,-,-,-,False,0.624861111100472,0.624861111100472,43339
4493,170206.IB,3.91,indic/old,43336.621840277796,3.90125,3.89501484340305,Wide,43336.621840277796,3.8950110971139003,indic/old,43336.621840277796,3.9,real,43336.621840277796,3.94,3000.0,8/24/2018 3:12:40 PM,3.86,7000.0,43336.6338003704,43336.6338003704,3.94,-,3000.0,3.86,-,7000.0,60,43336.6338003704,-,-,0,-,43336.679275625,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 3:12:40 PM,-,-,-,8/24/2018 3:12:40 PM,-,-,-,-,False,0.6218402777958545,0.6218402777958545,43336
5475,170206.IB,3.9,indic/old,43335.6358333333,3.8975,3.89,Wide,43335.6136921296,3.885,indic/old,43335.622578738396,3.9,estimated,43335.6136921296,3.91000559072256,30000000.0,8/23/2018 3:19:04 PM,3.87499481104361,30000000.0,43335.6382407407,43335.6382407407,3.91000559072256,100.3496,30000000.0,3.87499481104361,100.467,30000000.0,60,43335.6382407407,-,-,0,-,43335.6382716319,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/24/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/23/2018 3:19:04 PM,-,-,-,8/23/2018 3:19:04 PM,-,-,-,-,False,0.6136921295983484,0.6136921295983484,43335
7614,170206.IB,3.965,real,43334.6246527778,3.96125,3.95500320846911,estimated,43334.6247447107,3.95500070927122,indic/old,43334.6247447107,3.96,real,43334.6247447107,3.98,0.1,8/22/2018 2:59:37 PM,3.93,2000.0,43334.6246527778,43334.6247447107,3.98,-,0.0,-,-,0.0,60,-,3.96,-,0,43334.6247447107,43334.624744039305,Trade,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 2:59:37 PM,-,-,-,8/22/2018 2:59:37 PM,-,-,-,-,False,0.6247447107016342,0.6247447107016342,43334
8822,170206.IB,4.0,real,43333.6227757292,3.995,3.9911111111111097,Tight,43333.6227777778,3.99,real,43333.6227757292,3.995,real,43333.6227757292,4.00499012472479,30000000.0,8/21/2018 2:56:48 PM,3.96501167522151,30000000.0,43333.6227777778,43333.6227777778,4.00499012472479,100.0322,30000000.0,3.96501167522151,100.1659,30000000.0,60,43333.6227777778,-,-,0,-,43333.6227845949,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 2:56:48 PM,-,-,-,8/21/2018 2:56:48 PM,-,-,-,-,False,0.6227777777967276,0.6227777777967276,43333
9609,170206.IB,3.95,indic/old,43332.6164814815,3.9475,3.9459375,Tight,43332.621767708304,3.945,indic/old,43332.6048263889,3.95,real,43332.6048263889,4.10639208527901,50000000.0,8/20/2018 2:55:20 PM,3.89998994619723,50000000.0,43332.621767708304,43332.621767708304,4.10639208527901,99.694,50000000.0,3.89998994619723,100.3842,50000000.0,60,43332.6217677083,-,-,0,-,43332.621769375,TwoSide,cfets,-,PRICE,170206.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 2:55:20 PM,-,-,-,8/20/2018 2:55:20 PM,-,-,-,-,False,0.6217677083041053,0.6217677083041053,43332
11383,170206.IB,3.93,indic/old,43329.6338506366,3.9125,3.92428571428571,Wide,43329.6127793634,3.91,real,43329.6395334838,3.91,real,43329.6125602431,3.94,5000.0,8/17/2018 3:20:55 PM,3.91,5000.0,43329.6395334838,43329.6395334838,3.94,-,5000.0,3.91,-,5000.0,60,43329.6395334838,-,-,0,-,43329.6395802778,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 3:20:55 PM,-,-,-,8/17/2018 3:20:55 PM,-,-,-,-,False,0.6127793634004775,0.6127793634004775,43329
12330,170206.IB,3.89,indic/old,43328.6259713657,3.8825,3.88666666666667,Wide,43328.6236376389,3.88,real,43328.6271496528,3.88,real,43328.6234227894,3.9,8000.0,8/16/2018 3:03:27 PM,3.86,5000.0,43328.6273984954,43328.6273984954,3.9,-,8000.0,3.86,-,5000.0,60,43328.6273984954,-,-,0,-,43328.627421527795,TwoSide,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 3:03:27 PM,-,-,-,8/16/2018 3:03:27 PM,-,-,-,-,False,0.6236376388987992,0.6236376388987992,43328
2290,170208.IB,4.12,indic/old,43336.408998831,4.1175,4.09916666666667,Wide,43336.4019949306,4.08,real,43336.4164742477,4.12,estimated,43336.4019949306,4.2211047662553,30000000.0,8/24/2018 9:52:39 AM,4.08,6000.0,43336.4164742477,43336.4164742477,-,-,0.1,4.08,-,6000.0,60,43336.4164742477,-,-,0,-,43336.4164987847,AskOnly,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 9:59:43 AM,-,-,-,8/24/2018 9:59:43 AM,-,-,-,-,False,0.40199493060208624,0.40199493060208624,43336
2524,170208.IB,4.19,indic/old,43334.586103472204,4.185,4.19,average,43334.617050891204,4.18,real,43334.617050891204,4.18931975098749,estimated,43334.5859857639,4.25,5000.0,8/22/2018 2:44:17 PM,4.18,5000.0,43334.617050891204,43334.617050891204,-,-,0.1,4.18,-,5000.0,60,43334.6170508912,-,-,0,-,43334.6170718519,AskOnly,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 2:48:33 PM,-,-,-,8/22/2018 2:48:33 PM,-,-,-,-,False,0.6170508912036894,0.6170508912036894,43334
2705,170208.IB,4.21,indic/old,43333.414008333304,4.19875,4.185,Wide,43333.4082220139,4.16,indic/old,43333.414008333304,4.2,real,43333.4082220139,4.38230207403831,50000000.0,8/21/2018 10:51:06 AM,3.98229693734339,50000000.0,43333.4521601852,43333.4521601852,4.38230207403831,99.5738,50000000.0,3.98229693734339,101.6655,50000000.0,60,43333.4521601852,-,-,0,-,43333.4521661227,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 10:51:06 AM,-,-,-,8/21/2018 10:51:06 AM,-,-,-,-,False,0.4082220139025594,0.4082220139025594,43333
2901,170208.IB,4.165745269538,indic/old,43332.4352670139,4.1610761393007305,4.15640710633598,Tight,43332.4425925926,4.15640700906345,indic/old,43332.4241428819,4.165745269538,estimated,43332.4351200231,4.2448909857060295,30000000.0,8/20/2018 10:37:20 AM,4.05000069787164,30000000.0,43332.4425925926,43332.4425925926,4.24489098570603,100.2866,30000000.0,4.05000069787164,101.3084,30000000.0,60,43332.4425925926,-,-,0,-,43332.442603703705,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 10:37:20 AM,-,-,-,8/20/2018 10:37:20 AM,-,-,-,-,False,0.44259259259706596,0.44259259259706596,43332
1454,170209.IB,3.68,indic/old,43341.4002428935,3.63125,3.67999314657507,Wide,43341.4015645255,3.61145889727911,indic/old,43341.4187962963,3.61145889727911,estimated,43341.4164351852,3.7499846289043397,30000000.0,8/29/2018 10:06:31 AM,3.59997881248806,30000000.0,43341.4211921296,43341.4211921296,3.74998462890434,100.7475,30000000.0,3.59997881248806,101.0383,30000000.0,60,43341.4211921296,-,-,0,-,43341.4212158218,TwoSide,cfets,-,PRICE,170209.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 10:06:31 AM,-,-,-,8/29/2018 10:06:31 AM,-,-,-,-,False,0.40156452549854293,0.40156452549854293,43341
2244,170209.IB,3.71,indic/old,43340.4431077083,3.705,3.700625,Wide,43340.441481481495,3.695,indic/old,43340.4427351505,3.71,estimated,43340.4394756134,3.9096140328135096,50000000.0,8/28/2018 10:41:33 AM,3.4700027923716497,30000000.0,43340.4455310185,43340.4455310185,3.90961403281351,100.4398,50000000.0,3.47000279237165,101.2928,30000000.0,60,43340.4455310185,-,-,0,-,43340.4455327315,TwoSide,cfets,-,PRICE,170209.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 10:41:33 AM,-,-,-,8/28/2018 10:41:33 AM,-,-,-,-,False,0.44148148149542976,0.44148148149542976,43340
2578,170209.IB,3.705,indic/old,43339.584657974505,3.7025,3.675,Wide,43339.617242013905,3.655,indic/old,43339.6199627315,3.7,real,43339.6023358681,3.8616143910149106,50000000.0,8/27/2018 2:59:30 PM,3.4116003485614,50000000.0,43339.6246570602,43339.6246570602,3.86161439101491,100.5329,50000000.0,3.4116003485614,101.4086,50000000.0,60,43339.6246570602,-,-,0,-,43339.6246587153,TwoSide,cfets,-,PRICE,170209.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 2:59:30 PM,-,-,-,8/27/2018 2:59:30 PM,-,-,-,-,False,0.6172420139046153,0.6172420139046153,43339
2920,170209.IB,3.67,real,43336.6153470833,3.665,3.665,Tight,43336.6153470833,3.66,real,43336.6153470833,3.66,real,43336.5976055208,3.67,3000.0,8/24/2018 2:46:05 PM,3.66,3000.0,43336.6153470833,43336.6153470833,3.67,-,3000.0,3.66,-,3000.0,60,43336.6153470833,-,-,0,-,43336.6153903935,TwoSide,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:46:05 PM,-,-,-,8/24/2018 2:46:05 PM,-,-,-,-,False,0.615347083301458,0.615347083301458,43336
3846,170209.IB,3.64,indic/old,43335.4270023148,3.6375,3.63,Wide,43335.4142361111,3.62,real,43335.4285433218,3.64,estimated,43335.4142361111,3.65,2000.0,8/23/2018 10:17:06 AM,3.62,5000.0,43335.4285433218,43335.4285433218,3.65,-,2000.0,3.62,-,5000.0,60,43335.4285433218,-,-,0,-,43335.4285546528,TwoSide,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 10:17:06 AM,-,-,-,8/23/2018 10:17:06 AM,-,-,-,-,False,0.4142361111007631,0.4142361111007631,43335
