,inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime,check,diff,diffNum,date
4070,170209.IB,3.77,indic/old,43334.6221427083,3.7670793021085798,3.7575,Wide,43334.6221423611,3.72001702731534,real,43334.6314991898,3.7641586042171604,estimated,43334.622047337994,3.79,5000.0,8/22/2018 3:00:53 PM,3.72001702731534,30000000.0,43334.6314991898,43334.6314991898,-,-,0.1,3.72001702731534,100.8115,30000000.0,60,43334.6314991898,-,-,0,-,43334.6314994676,"Ignored/bid,",cfets,-,PRICE,170209.IB_PKBond,8/23/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/22/2018 3:09:21 PM,-,-,-,8/22/2018 3:09:21 PM,-,-,-,-,False,0.6221423610986676,0.6221423610986676,43334
4481,170209.IB,3.8,indic/old,43333.6047916667,3.7825,3.79,Wide,43333.6196875,3.78,indic/old,43333.622025462995,3.78,real,43333.6196296296,3.83051831913568,30000000.0,8/21/2018 3:01:20 PM,3.70002030553284,30000000.0,43333.625925925895,43333.625925925895,3.83051831913568,100.5965,30000000.0,3.70002030553284,100.8515,30000000.0,60,43333.6259259259,-,-,0,-,43333.6259405556,TwoSide,cfets,-,PRICE,170209.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 3:01:20 PM,-,-,-,8/21/2018 3:01:20 PM,-,-,-,-,False,0.6196875000023283,0.6196875000023283,43333
4849,170209.IB,3.735,indic/old,43332.6204175463,3.73375,3.73428571428571,Tight,43332.6247339352,3.7325,real,43332.6245010185,3.7325,estimated,43332.6245010185,3.77,3000.0,8/20/2018 2:59:37 PM,3.73,15000.0,43332.6247339352,43332.6247339352,3.77,-,3000.0,3.73,-,15000.0,60,43332.6247339352,-,-,0,-,43332.6251398727,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/20/2018 2:59:37 PM,-,-,-,8/20/2018 2:59:37 PM,-,-,-,-,False,0.6247339351975825,0.6247339351975825,43332
5273,170209.IB,3.74,indic/old,43329.6207820833,3.73125,3.7200033327778703,Wide,43329.6207813426,3.72,real,43329.6312732176,3.73,real,43329.6207813426,3.7605093560172795,30000000.0,8/17/2018 3:02:17 PM,3.72,2000.0,43329.6312732176,43329.6312732176,-,-,0.1,3.72,-,2000.0,60,43329.6312732176,-,-,0,-,43329.6316668981,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 3:09:02 PM,-,-,-,8/17/2018 3:09:02 PM,-,-,-,-,False,0.6207813426008215,0.6207813426008215,43329
5669,170209.IB,3.66,indic/old,43328.6539891435,3.6575,3.655,Wide,43328.6125694444,3.65,real,43328.6558120486,3.66,real,43328.611563009305,3.66,3000.0,8/16/2018 3:41:44 PM,3.65,3000.0,43328.6558120486,43328.6558120486,-,-,0.1,3.65,-,3000.0,60,43328.6558120486,-,-,0,-,43328.6562519676,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 3:44:22 PM,-,-,-,8/16/2018 3:44:22 PM,-,-,-,-,False,0.6125694443981047,0.6125694443981047,43328
1654,170212.IB,4.029999293856241,real,43340.631099537,3.9975,4.00999655097134,Wide,43340.6208790741,3.98999380808644,real,43340.631099537,4.0,estimated,43340.6208790741,4.029999293856241,30000000.0,8/28/2018 3:08:47 PM,3.98999380808644,30000000.0,43340.631099537,43340.631099537,4.02999929385624,101.5407,30000000.0,3.98999380808644,101.6942,30000000.0,60,43340.631099537,-,-,0,-,43340.6311505208,TwoSide,cfets,-,PRICE,170212.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 3:08:47 PM,-,-,-,8/28/2018 3:08:47 PM,-,-,-,-,False,0.6208790741002304,0.6208790741002304,43340
2602,170212.IB,4.01000896610624,indic/old,43339.617384259305,3.99875,3.99999908455638,Wide,43339.617384259305,3.9899892030065205,indic/old,43339.6127430556,4.0,real,43339.617384259305,4.056214937182911,30000000.0,8/27/2018 3:13:14 PM,3.96998898744702,30000000.0,43339.6341898148,43339.6341898148,4.05621493718291,101.441,30000000.0,3.96998898744702,101.772,30000000.0,60,43339.6341898148,-,-,0,-,43339.6341992245,TwoSide,cfets,-,PRICE,170212.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 3:13:14 PM,-,-,-,8/27/2018 3:13:14 PM,-,-,-,-,False,0.6173842593052541,0.6173842593052541,43339
4023,170212.IB,3.955,indic/old,43336.6139487963,3.9525,3.9549983338887,average,43336.6180416551,3.95,indic/old,43336.6139487963,3.95,real,43336.599584675896,3.98000150717669,110000000.0,8/24/2018 2:40:18 PM,3.93,11000.0,43336.6180416551,43336.6180416551,-,-,0.1,3.93,-,11000.0,60,43336.6180416551,-,-,0,-,43336.6180544329,AskOnly,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:49:58 PM,-,-,-,8/24/2018 2:49:58 PM,-,-,-,-,False,0.6180416550996597,0.6180416550996597,43336
6133,170212.IB,3.97,real,43335.4215750347,3.9675,3.952,Wide,43335.414795544,3.94,real,43335.4215750347,3.97,estimated,43335.414795544,3.97,3000.0,8/23/2018 10:07:04 AM,3.94,2000.0,43335.4215750347,43335.4215750347,3.97,-,3000.0,3.94,-,2000.0,60,43335.4215750347,-,-,0,-,43335.4216205903,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 10:07:04 AM,-,-,-,8/23/2018 10:07:04 AM,-,-,-,-,False,0.41479554399847984,0.41479554399847984,43335
6356,170212.IB,4.05,real,43334.630625,4.02875366210938,4.035,Wide,43334.6122816435,4.02,real,43334.630625,4.03,real,43334.6122816435,4.05,3000.0,8/22/2018 3:08:06 PM,4.02,3000.0,43334.630625,43334.630625,4.05,-,3000.0,4.02,-,3000.0,60,43334.630625,-,-,0,-,43334.630635902795,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 3:08:06 PM,-,-,-,8/22/2018 3:08:06 PM,-,-,-,-,False,0.6122816435017739,0.6122816435017739,43334
7577,170212.IB,4.07,real,43333.6280787037,4.06375,4.06375,Wide,43333.6241740278,4.06,real,43333.6280787037,4.06,real,43333.6241740278,4.07,5000.0,8/21/2018 3:04:26 PM,4.06,3000.0,43333.6280787037,43333.6280787037,4.07,-,5000.0,4.06,-,3000.0,60,43333.6280787037,-,-,0,-,43333.6280833796,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/21/2018 3:04:26 PM,-,-,-,8/21/2018 3:04:26 PM,-,-,-,-,False,0.6241740277982899,0.6241740277982899,43333
8209,170212.IB,4.04,indic/old,43332.6168838542,4.0325,4.02888888888889,Wide,43332.6162364236,4.02,indic/old,43332.6168838542,4.03,real,43332.6162364236,4.18050893297705,50000000.0,8/20/2018 3:01:17 PM,3.88999353017626,30000000.0,43332.625899074104,43332.625899074104,4.18050893297705,100.9694,50000000.0,3.88999353017626,102.0882,30000000.0,60,43332.6258990741,-,-,0,-,43332.625900856496,TwoSide,cfets,-,PRICE,170212.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 3:01:17 PM,-,-,-,8/20/2018 3:01:17 PM,-,-,-,-,False,0.6162364236006397,0.6162364236006397,43332
9925,170212.IB,4.02,indic/old,43329.6294163079,4.0025,4.0199995000125,Wide,43329.6209043519,4.0,indic/old,43329.6234491667,4.0,real,43329.6190900926,4.04999576875031,30000000.0,8/17/2018 3:08:49 PM,3.9499973779948996,30000000.0,43329.6311226852,43329.6311226852,4.04999576875031,101.4708,30000000.0,3.9499973779949,101.8568,30000000.0,60,43329.6311226852,-,-,0,-,43329.6311302315,TwoSide,cfets,-,PRICE,170212.IB_PKBond,8/20/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/17/2018 3:08:49 PM,-,-,-,8/17/2018 3:08:49 PM,-,-,-,-,False,0.6209043518974795,0.6209043518974795,43329
11459,170212.IB,3.95499366093257,indic/old,43328.6213078704,3.95249683046629,3.95000016644982,Tight,43328.624545949104,3.95,indic/old,43328.6213078704,3.95499366093257,estimated,43328.620932210695,4.10109098940422,50000000.0,8/16/2018 2:59:20 PM,3.7010932554250497,50000000.0,43328.624545949104,43328.624545949104,4.10109098940422,101.2762,50000000.0,3.70109325542505,102.8306,50000000.0,60,43328.6245459491,-,-,0,-,43328.6245465162,TwoSide,cfets,-,PRICE,170212.IB_PKBond,8/17/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/16/2018 2:59:20 PM,-,-,-,8/16/2018 2:59:20 PM,-,-,-,-,False,0.6245459491037764,0.6245459491037764,43328
106,180202.IB,3.4756118550342405,indic/old,43341.4332550926,3.4720886656350296,3.47169720014623,Tight,43341.4422569444,3.46856547623582,indic/old,43341.4332157407,3.4756118550342405,estimated,43341.433151157406,3.59500774135074,30000000.0,8/29/2018 10:36:51 AM,3.3500905267027097,30000000.0,43341.4422569444,43341.4428925116,-,-,0.0,-,-,0.1,60,43341.4428925116,-,-,0,-,43341.4429058796,"Ignored/bid,",PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 10:37:45 AM,-,-,-,8/29/2018 10:37:45 AM,-,-,-,-,False,0.44225694439955987,0.44225694439955987,43341
582,180202.IB,3.46060847849664,indic/old,43340.440801388904,3.4581084784966403,3.4565748023414504,Wide,43340.4404653935,3.45052428810868,indic/old,43340.4404653935,3.46060847849664,estimated,43340.4404653935,3.5999719326122794,110000000.0,8/28/2018 11:11:07 AM,3.44328218872156,30000000.0,43340.4660532407,43340.4660532407,3.59997193261228,101.2663,110000000.0,3.44328218872156,101.4866,30000000.0,60,43340.4660532407,-,-,0,-,43340.466077419,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 11:11:07 AM,-,-,-,8/28/2018 11:11:07 AM,-,-,-,-,False,0.44046539349801606,0.44046539349801606,43340
822,180202.IB,3.4049848415193904,indic/old,43336.5772916667,3.4024924207597,3.4000009967689504,Tight,43339.4159505787,3.4,indic/old,43339.4149319792,3.4,real,43336.6508504514,3.6900073908743902,50000000.0,8/27/2018 9:58:58 AM,3.1799689398499305,30000000.0,43339.4159505787,43339.4159505787,3.69000739087439,101.1422,50000000.0,3.17996893984993,101.8621,30000000.0,60,43339.4159505787,-,-,0,-,43339.415956331,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 9:58:58 AM,-,-,-,8/27/2018 9:58:58 AM,-,-,-,-,False,0.41595057870290475,0.41595057870290475,43339
907,180202.IB,3.4049848415193904,indic/old,43336.5772916667,3.4024924207597,3.4000002990725497,Tight,43336.6088541667,3.4,indic/old,43336.5826677893,3.4,estimated,43336.5816810764,3.49171192683801,30000000.0,8/24/2018 2:36:45 PM,3.39996773196994,50000000.0,43336.6088541667,43336.6088541667,3.49171192683801,101.4237,30000000.0,3.39996773196994,101.5534,50000000.0,60,43336.6088541667,-,-,0,-,43336.6089001273,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/27/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/24/2018 2:36:45 PM,-,-,-,8/24/2018 2:36:45 PM,-,-,-,-,False,0.6088541666977108,0.6088541666977108,43336
1125,180202.IB,3.42,indic/guess,43335.6203077431,3.4175,3.4116666666666697,estimated,43335.6203077431,3.41,real,43335.6203077431,3.42,real,43335.6203077431,3.42,4000.0,8/23/2018 2:53:14 PM,3.41,0.1,43335.6203077431,43335.6203077431,3.42,-,0.0,3.41,-,0.0,60,-,3.42,-,0,43335.6203077431,43335.6203313889,Trade,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 2:53:14 PM,-,-,-,8/23/2018 2:53:14 PM,-,-,-,-,False,0.6203077430982376,0.6203077430982376,43335
1537,180202.IB,3.55,indic/old,43332.671799780095,3.5025,3.5285714285714302,Wide,43333.410562963,3.5,indic/old,43333.451276087995,3.5,real,43332.671799780095,3.7499996661541,50000000.0,8/21/2018 10:52:36 AM,3.40998806662784,30000000.0,43333.453202662,43333.453202662,3.7499996661541,101.0699,50000000.0,3.40998806662784,101.5535,30000000.0,60,43333.453202662,-,-,0,-,43333.453205162004,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 10:52:36 AM,-,-,-,8/21/2018 10:52:36 AM,-,-,-,-,False,0.41056296299939277,0.41056296299939277,43333
1623,180202.IB,3.5,indic/old,43332.617304849504,3.4825,3.49555555555556,Wide,43332.616717476805,3.48,indic/old,43332.617304849504,3.48,real,43332.616690706,3.5,2000.0,8/20/2018 2:48:55 PM,3.42,5000.0,43332.6269097222,43332.6269097222,-,-,0.1,3.42,-,5000.0,60,43332.6269097222,-,-,0,-,43332.6269125926,AskOnly,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/20/2018 3:02:45 PM,-,-,-,8/20/2018 3:02:45 PM,-,-,-,-,False,0.6167174768052064,0.6167174768052064,43332
1894,180202.IB,3.4,indic/old,43328.4112037037,3.3675,3.38833333333333,Wide,43328.411087962995,3.365,indic/old,43328.4134143519,3.365,estimated,43328.411087962995,3.69999348667691,100000000.0,8/16/2018 10:43:07 AM,3.28001623487246,30000000.0,43328.446612037005,43328.446612037005,3.69999348667691,101.1513,100000000.0,3.28001623487246,101.7554,30000000.0,60,43328.446612037,-,-,0,-,43328.4466325116,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/17/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/16/2018 10:43:07 AM,-,-,-,8/16/2018 10:43:07 AM,-,-,-,-,False,0.4110879629952251,0.4110879629952251,43328
189,180203.IB,3.74,indic/old,43341.6100347222,3.73750423576544,3.73999985025864,Tight,43341.6246643519,3.73500847153088,real,43341.6246643519,3.74,real,43341.6033954167,3.7449813343647302,30000000.0,8/29/2018 2:59:31 PM,3.73500847153088,100000000.0,43341.6246643519,43341.6246643519,3.74498133436473,102.0489,30000000.0,3.73500847153088,102.0729,100000000.0,60,43341.6246643519,-,-,0,-,43341.6247495486,TwoSide,cfets,-,PRICE,180203.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 2:59:31 PM,-,-,-,8/29/2018 2:59:31 PM,-,-,-,-,False,0.6246643518970814,0.6246643518970814,43341
2098,180203.IB,3.74629209164865,indic/old,43340.6172166667,3.7456485602691605,3.74512203459503,Tight,43340.6249074074,3.7450050288896697,indic/old,43340.6216435185,3.74629209164865,estimated,43340.6172166667,3.79499217054779,30000000.0,8/28/2018 2:59:52 PM,3.73442000789907,30000000.0,43340.6249074074,43340.6249074074,3.79499217054779,101.9307,30000000.0,3.73442000789907,102.0765,30000000.0,60,43340.6249074074,-,-,0,-,43340.6249257986,TwoSide,cfets,-,PRICE,180203.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 2:59:52 PM,-,-,-,8/28/2018 2:59:52 PM,-,-,-,-,False,0.6249074074003147,0.6249074074003147,43340
4170,180203.IB,3.695,indic/old,43336.6133382523,3.689921875,3.689375,Wide,43336.6154172454,3.68,real,43336.6295267245,3.69,real,43336.6154172454,3.7,5000.0,8/24/2018 3:06:31 PM,3.68,5000.0,43336.6295267245,43336.6295267245,3.7,-,5000.0,3.68,-,5000.0,60,43336.6295267245,-,-,0,-,43336.6299317014,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 3:06:31 PM,-,-,-,8/24/2018 3:06:31 PM,-,-,-,-,False,0.6154172453971114,0.6154172453971114,43336
5890,180203.IB,3.69,real,43335.4176273148,3.68248446631705,3.6899949947357897,Wide,43335.4154206019,3.67998446631705,indic/old,43335.4154206019,3.68,real,43335.4145481366,3.69,5000.0,8/23/2018 10:01:23 AM,3.67,5000.0,43335.4176273148,43335.4176273148,3.69,-,5000.0,3.67,-,5000.0,60,43335.4176273148,-,-,0,-,43335.417630081,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/23/2018 10:01:23 AM,-,-,-,8/23/2018 10:01:23 AM,-,-,-,-,False,0.4154206019011326,0.4154206019011326,43335
6113,180203.IB,3.7742163357433904,indic/old,43334.5778306713,3.7721081678717,3.7700000281087203,Tight,43334.6203356481,3.77,indic/old,43334.6115409375,3.7742163357433904,estimated,43334.5777993056,3.8260932046644,30000000.0,8/22/2018 2:53:17 PM,3.76500785189643,30000000.0,43334.6203356481,43334.6203356481,3.8260932046644,101.8677,30000000.0,3.76500785189643,102.0155,30000000.0,60,43334.6203356481,-,-,0,-,43334.6203452778,TwoSide,cfets,-,PRICE,180203.IB_PKBond,8/23/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/22/2018 2:53:17 PM,-,-,-,8/22/2018 2:53:17 PM,-,-,-,-,False,0.620335648098262,0.620335648098262,43334
7147,180203.IB,3.83500588095483,real,43333.4570486111,3.7953125,3.7500135987651495,Wide,43333.440150463,3.75,indic/old,43333.440150463,3.83,real,43333.440150463,3.83500588095483,50000000.0,8/21/2018 10:58:09 AM,3.74501685500587,50000000.0,43333.4570486111,43333.4570486111,3.83500588095483,101.8481,50000000.0,3.74501685500587,102.0661,50000000.0,60,43333.4570486111,-,-,0,-,43333.4570624537,TwoSide,cfets,-,PRICE,180203.IB_PKBond,8/22/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/21/2018 10:58:09 AM,-,-,-,8/21/2018 10:58:09 AM,-,-,-,-,False,0.4401504630004638,0.4401504630004638,43333
7654,180203.IB,3.77,indic/old,43332.4032410532,3.7625,3.765,Wide,43332.4133892708,3.76,indic/old,43332.4300137616,3.76,real,43332.402621597204,3.79998005370355,30000000.0,8/20/2018 10:21:48 AM,3.6200146293455497,30000000.0,43332.4318135417,43332.4318135417,3.79998005370355,101.9349,30000000.0,3.62001462934555,102.3725,30000000.0,60,43332.4318135417,-,-,0,-,43332.4318146991,TwoSide,cfets,-,PRICE,180203.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 10:21:48 AM,-,-,-,8/20/2018 10:21:48 AM,-,-,-,-,False,0.4133892707977793,0.4133892707977793,43332
8101,180203.IB,3.67,indic/old,43328.620127314796,3.665,3.66375,average,43328.6223652778,3.66,real,43328.6223652778,3.66,estimated,43328.620127314796,3.7049974707159703,30000000.0,8/16/2018 2:55:58 PM,3.65,5000.0,43328.6223652778,43328.6223652778,-,-,0.1,-,-,0.1,60,43328.6223652778,-,-,0,-,43328.7918870718,Quote withdrawn,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 2:56:12 PM,-,-,-,8/16/2018 2:56:12 PM,-,-,-,-,False,0.6223652777989628,0.6223652777989628,43328
210,180204.IB,3.96299553689258,indic/old,43341.6095444444,3.96150146556723,3.96075442990455,Tight,43341.6247453704,3.96000739424187,indic/old,43341.6228383333,3.96000739424187,estimated,43341.6228383333,3.9650038296715997,50000000.0,8/29/2018 2:59:38 PM,3.9300082874177797,60000000.0,43341.6247453704,43341.6247453704,3.9650038296716,102.9495,50000000.0,3.93000828741778,103.096,60000000.0,60,43341.6247453704,-,-,0,-,43341.6247566319,TwoSide,cfets,-,PRICE,180204.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 2:59:38 PM,-,-,-,8/29/2018 2:59:38 PM,-,-,-,-,False,0.6247453703981591,0.6247453703981591,43341
1857,180204.IB,3.9725,indic/old,43340.622556585695,3.97125,3.971875,Tight,43340.6245601852,3.97,indic/old,43340.6230260648,3.97,real,43340.622556585695,3.97749689309954,30000000.0,8/28/2018 2:59:22 PM,3.96000144202955,50000000.0,43340.6245601852,43340.6245601852,3.97749689309954,102.8989,30000000.0,3.96000144202955,102.9721,50000000.0,60,43340.6245601852,-,-,0,-,43340.624565787,TwoSide,cfets,-,PRICE,180204.IB_PKBond,8/29/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/28/2018 2:59:22 PM,-,-,-,8/28/2018 2:59:22 PM,-,-,-,-,False,0.6245601851987885,0.6245601851987885,43340
3496,180204.IB,3.97,real,43339.6257291667,3.95875154624709,3.96999880059075,Wide,43339.6141095602,3.9550061849883504,real,43339.6255262732,3.96,real,43339.6141095602,3.9700027498794,30000000.0,8/27/2018 3:01:19 PM,3.9499940211395606,30000000.0,43339.6259143519,43339.6259143519,3.9700027498794,102.9319,30000000.0,3.94999402113956,103.0157,30000000.0,60,43339.6259143519,-,-,0,-,43339.6259259144,TwoSide,cfets,-,PRICE,180204.IB_PKBond,8/28/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/27/2018 3:01:19 PM,-,-,-,8/27/2018 3:01:19 PM,-,-,-,-,False,0.6141095601997222,0.6141095601997222,43339
5523,180204.IB,3.925,indic/old,43336.6247473727,3.91875,3.9249975006248397,estimated,43336.6247473727,3.915,real,43336.6247473727,3.92,real,43336.6247473727,3.92,1000.0,8/24/2018 2:59:38 PM,3.915,2000.0,43336.6247473727,43336.6247473727,3.92,-,0.0,3.915,-,0.0,60,-,3.92,-,0,43336.6247473727,43336.6247823843,Trade,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/24/2018 2:59:38 PM,-,-,-,8/24/2018 2:59:38 PM,-,-,-,-,False,0.6247473726980388,0.6247473726980388,43336
7176,180204.IB,3.91,indic/old,43335.6224916204,3.9075,3.90833333333333,Tight,43335.6249652778,3.905,indic/old,43335.6224916204,3.91,real,43335.6082859375,3.91500158462359,30000000.0,8/23/2018 2:59:57 PM,3.86501122556082,30000000.0,43335.6249652778,43335.6249652778,3.91500158462359,103.1696,30000000.0,3.86501122556082,103.3802,30000000.0,60,43335.6249652778,-,-,0,-,43335.6249776157,TwoSide,cfets,-,PRICE,180204.IB_PKBond,8/24/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/23/2018 2:59:57 PM,-,-,-,8/23/2018 2:59:57 PM,-,-,-,-,False,0.6249652777987649,0.6249652777987649,43335
9531,180204.IB,3.96999877012267,indic/old,43334.62330625,3.96374969253067,3.96000000024997,estimated,43334.6246948032,3.96,indic/guess,43334.6246948032,3.96,real,43334.6246948032,3.98,6000.0,8/22/2018 2:59:33 PM,3.96,5000.0,43334.6246948032,43334.6246948032,3.98,-,0.0,3.96,-,0.0,60,-,3.96,-,0,43334.6246948032,43334.624705706,Trade,TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/22/2018 2:59:33 PM,-,-,-,8/22/2018 2:59:33 PM,-,-,-,-,False,0.6246948031985085,0.6246948031985085,43334
11450,180204.IB,4.01,indic/old,43333.623680555604,4.0003125,4.00999700184421,Wide,43333.624990717595,3.99500622287413,real,43333.6254622685,4.0,real,43333.624990717595,4.02,4000.0,8/21/2018 3:00:45 PM,3.99,2000.0,43333.6255208333,43333.6255208333,4.02,-,4000.0,3.99,-,2000.0,60,43333.6255208333,-,-,0,-,43333.625604027795,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/21/2018 3:00:45 PM,-,-,-,8/21/2018 3:00:45 PM,-,-,-,-,False,0.6249907175952103,0.6249907175952103,43333
13102,180204.IB,3.99,indic/old,43332.6230439815,3.9875,3.9875,Tight,43332.6244168982,3.985,indic/old,43332.6230439815,3.985,real,43332.622106481496,3.9900038385741903,30000000.0,8/20/2018 2:59:09 PM,3.98000127432841,50000000.0,43332.6244168982,43332.6244168982,3.99000383857419,102.8595,30000000.0,3.98000127432841,102.9015,50000000.0,60,43332.6244168982,-,-,0,-,43332.6244191898,TwoSide,cfets,-,PRICE,180204.IB_PKBond,8/21/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/20/2018 2:59:09 PM,-,-,-,8/20/2018 2:59:09 PM,-,-,-,-,False,0.6244168982011615,0.6244168982011615,43332
15597,180204.IB,3.98,real,43329.624770775496,3.9775,3.9760000000000004,Tight,43329.624770775496,3.975,real,43329.624770775496,3.98,real,43329.6187421412,3.98,4000.0,8/17/2018 2:59:40 PM,3.975,1000.0,43329.624770775496,43329.624770775496,3.98,-,4000.0,3.975,-,1000.0,60,43329.6247707755,-,-,0,-,43329.6247817245,"Ignored/trade,",TJXT-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/17/2018 2:59:40 PM,-,-,-,8/17/2018 2:59:40 PM,-,-,-,-,False,0.6247707754955627,0.6247707754955627,43329
19397,180204.IB,3.94,real,43328.6248869097,3.935625,3.93250374812594,estimated,43328.6248869097,3.9325,indic/old,43328.6248825694,3.935,real,43328.6248869097,3.94,1000.0,8/16/2018 2:59:50 PM,3.91,6000.0,43328.6248869097,43328.6248869097,3.94,-,0.0,3.91,-,0.0,60,-,3.935,-,0,43328.6248869097,43328.6249214352,Trade,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/16/2018 2:59:50 PM,-,-,-,8/16/2018 2:59:50 PM,-,-,-,-,False,0.6248869097034913,0.6248869097034913,43328
135,180206.IB,4.28,indic/old,43341.5526251736,4.2775,4.27875,Tight,43341.6249537037,4.275,indic/old,43341.6113078704,4.28,estimated,43341.4786201157,4.32456047656366,30000000.0,8/29/2018 2:59:56 PM,4.26999324969136,80000000.0,43341.6249537037,43341.6249537037,4.32456047656366,102.258,30000000.0,4.26999324969136,102.5704,80000000.0,60,43341.6249537037,-,-,0,-,43341.624975034705,TwoSide,cfets,-,PRICE,180206.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 2:59:56 PM,-,-,-,8/29/2018 2:59:56 PM,-,-,-,-,False,0.6249537037001573,0.6249537037001573,43341
1048,180206.IB,4.285,real,43340.6267551157,4.27875,4.2775,Wide,43340.6241588657,4.27,real,43340.626799919,4.275,real,43340.6241588657,4.29,5000.0,8/28/2018 3:02:35 PM,4.27,3000.0,43340.626799919,43340.626799919,4.29,-,5000.0,4.27,-,3000.0,60,43340.626799919,-,-,0,-,43340.626811597205,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/28/2018 3:02:35 PM,-,-,-,8/28/2018 3:02:35 PM,-,-,-,-,False,0.6241588656994281,0.6241588656994281,43340
