43335.621527778,43335.628472222
43333.413194444,43333.420138889
43333.413194444,43333.420138889
43326.440972222,43326.447916667
43326.440972222,43326.447916667
43326.440972222,43326.447916667
43321.621527778,43321.628472222
43321.621527778,43321.628472222
43319.413194444,43319.420138889
43314.621527778,43314.628472222
43314.621527778,43314.628472222
43312.413194444,43312.420138889
43307.621527778,43307.628472222
43307.621527778,43307.628472222
43305.413194444,43305.420138889
43300.621527778,43300.628472222
43300.621527778,43300.628472222
43298.413194444,43298.420138889
43293.621527778,43293.628472222
43291.413194444,43291.420138889
43291.413194444,43291.420138889
43284.413194444,43284.420138889
43284.440972222,43284.447916667
43284.440972222,43284.447916667
43277.413194444,43277.420138889
43277.413194444,43277.420138889
43277.413194444,43277.420138889
43272.621527778,43272.628472222
43272.621527778,43272.628472222
43270.413194444,43270.420138889
43263.413194444,43263.420138889
43263.413194444,43263.420138889
43258.621527778,43258.628472222
43256.413194444,43256.420138889
43256.413194444,43256.420138889
43251.621527778,43251.628472222
43251.621527778,43251.628472222
43249.413194444,43249.420138889
43244.621527778,43244.628472222
43242.413194444,43242.420138889
43242.413194444,43242.420138889
43237.621527778,43237.628472222
43237.621527778,43237.628472222
43235.413194444,43235.420138889
43230.621527778,43230.628472222
43228.413194444,43228.420138889
43228.413194444,43228.420138889
43223.621527778,43223.628472222
43223.621527778,43223.628472222
43216.621527778,43216.628472222
43216.621527778,43216.628472222
43216.621527778,43216.628472222
43214.413194444,43214.420138889
43209.621527778,43209.628472222
43209.621527778,43209.628472222
43207.413194444,43207.420138889
43207.413194444,43207.420138889
43202.621527778,43202.628472222
43202.621527778,43202.628472222
43202.621527778,43202.628472222
43200.413194444,43200.420138889
43193.413194444,43193.420138889
43193.413194444,43193.420138889
43188.621527778,43188.628472222
43188.621527778,43188.628472222
43188.621527778,43188.628472222
43186.413194444,43186.420138889
43181.621527778,43181.628472222
43181.621527778,43181.628472222
43179.413194444,43179.420138889
43179.413194444,43179.420138889
43174.621527778,43174.628472222
43174.621527778,43174.628472222
43174.621527778,43174.628472222
43172.413194444,43172.420138889
43167.621527778,43167.628472222
43167.621527778,43167.628472222
43165.413194444,43165.420138889
43165.413194444,43165.420138889
43160.621527778,43160.628472222
43160.621527778,43160.628472222
43160.621527778,43160.628472222
43158.413194444,43158.420138889
43143.413194444,43143.420138889
43143.413194444,43143.420138889
43143.413194444,43143.420138889
43139.621527778,43139.628472222
43139.621527778,43139.628472222
43137.413194444,43137.420138889
43137.413194444,43137.420138889
43132.621527778,43132.628472222
43132.621527778,43132.628472222
43130.413194444,43130.420138889
43130.413194444,43130.420138889
43125.621527778,43125.628472222
43125.621527778,43125.628472222
43123.413194444,43123.420138889
43118.621527778,43118.628472222
43118.621527778,43118.628472222
43116.413194444,43116.420138889
43111.621527778,43111.628472222
43111.621527778,43111.628472222
43109.413194444,43109.420138889
43104.621527778,43104.628472222
43104.621527778,43104.628472222
43102.621527778,43102.628472222
43090.621527778,43090.628472222
43090.649305556,43090.656250000
43090.649305556,43090.656250000
43083.621527778,43083.628472222
43083.649305556,43083.656250000
43083.649305556,43083.656250000
43083.649305556,43083.656250000
43076.621527778,43076.628472222
43076.649305556,43076.656250000
43076.649305556,43076.656250000
43076.649305556,43076.656250000
43069.621527778,43069.628472222
43067.413194444,43067.420138889
43067.413194444,43067.420138889
43067.413194444,43067.420138889
43060.413194444,43060.420138889
43060.413194444,43060.420138889
43060.440972222,43060.447916667
43053.413194444,43053.420138889
43053.413194444,43053.420138889
43053.440972222,43053.447916667
43046.413194444,43046.420138889
43046.413194444,43046.420138889
43046.440972222,43046.447916667
43041.621527778,43041.628472222
43041.621527778,43041.628472222
43039.413194444,43039.420138889
43032.413194444,43032.420138889
43032.413194444,43032.420138889
43032.440972222,43032.447916667
43027.621527778,43027.628472222
43027.621527778,43027.628472222
43025.413194444,43025.420138889
43018.413194444,43018.420138889
43018.413194444,43018.420138889
43018.440972222,43018.447916667
43006.621527778,43006.628472222
43006.621527778,43006.628472222
43004.413194444,43004.420138889
42999.621527778,42999.628472222
42999.621527778,42999.628472222
42997.413194444,42997.420138889
42990.413194444,42990.420138889
42990.413194444,42990.420138889
42990.413194444,42990.420138889
42985.621527778,42985.628472222
42985.621527778,42985.628472222
42983.413194444,42983.420138889
42978.621527778,42978.628472222
42978.621527778,42978.628472222
42976.413194444,42976.420138889
42969.413194444,42969.420138889
42969.413194444,42969.420138889
42969.440972222,42969.447916667
42964.621527778,42964.628472222
42964.621527778,42964.628472222
42962.413194444,42962.420138889
42955.413194444,42955.420138889
42955.413194444,42955.420138889
42955.413194444,42955.420138889
42950.621527778,42950.628472222
42950.621527778,42950.628472222
42948.413194444,42948.420138889
42943.621527778,42943.628472222
42943.621527778,42943.628472222
42941.413194444,42941.420138889
42936.621527778,42936.628472222
42936.621527778,42936.628472222
42934.413194444,42934.420138889
42929.621527778,42929.628472222
42927.413194444,42927.420138889
42927.413194444,42927.420138889
42922.621527778,42922.628472222
42922.621527778,42922.628472222
42920.413194444,42920.420138889
42913.413194444,42913.420138889
42913.413194444,42913.420138889
42913.413194444,42913.420138889
42906.413194444,42906.420138889
42906.413194444,42906.420138889
42899.413194444,42899.420138889
42894.621527778,42894.628472222
42892.413194444,42892.420138889
42892.413194444,42892.420138889
42887.621527778,42887.628472222
42887.621527778,42887.628472222
42880.621527778,42880.628472222
42880.621527778,42880.628472222
42873.621527778,42873.628472222
42871.413194444,42871.420138889
42871.413194444,42871.420138889
42866.621527778,42866.628472222
42864.413194444,42864.420138889
42859.621527778,42859.628472222
42859.621527778,42859.628472222
42852.621527778,42852.628472222
42850.413194444,42850.420138889
42850.413194444,42850.420138889
42845.621527778,42845.628472222
42845.621527778,42845.628472222
42843.413194444,42843.420138889
42838.621527778,42838.628472222
42838.621527778,42838.628472222
42836.413194444,42836.420138889
42831.413194444,42831.420138889
42831.413194444,42831.420138889
42822.413194444,42822.420138889
42822.413194444,42822.420138889
42815.413194444,42815.420138889
42815.413194444,42815.420138889
42808.413194444,42808.420138889
42808.413194444,42808.420138889
42803.621527778,42803.628472222
42803.621527778,42803.628472222
42801.413194444,42801.420138889
42796.621527778,42796.628472222
42796.621527778,42796.628472222
42794.413194444,42794.420138889
42789.621527778,42789.628472222
42787.413194444,42787.420138889
42787.413194444,42787.420138889
42782.621527778,42782.628472222
42780.413194444,42780.420138889
42780.413194444,42780.420138889
42775.621527778,42775.628472222
42775.621527778,42775.628472222
42773.413194444,42773.420138889
42754.621527778,42754.628472222
42754.621527778,42754.628472222
42752.413194444,42752.420138889
42747.621527778,42747.628472222
42745.413194444,42745.420138889
42745.413194444,42745.420138889
42740.621527778,42740.628472222
42740.621527778,42740.628472222
42740.621527778,42740.628472222
42731.413194444,42731.420138889
42724.413194444,42724.420138889
42724.413194444,42724.420138889
42717.413194444,42717.420138889
42717.413194444,42717.420138889
42717.413194444,42717.420138889
42710.413194444,42710.420138889
42710.413194444,42710.420138889
42710.413194444,42710.420138889
42703.413194444,42703.420138889
42703.413194444,42703.420138889
42703.413194444,42703.420138889
42696.413194444,42696.420138889
42696.413194444,42696.420138889
42696.413194444,42696.420138889
42689.413194444,42689.420138889
42689.413194444,42689.420138889
42682.413194444,42682.420138889
42668.413194444,42668.420138889
42668.413194444,42668.420138889
42661.413194444,42661.420138889
42654.413194444,42654.420138889
42654.413194444,42654.420138889
42640.413194444,42640.420138889
42640.413194444,42640.420138889
42633.413194444,42633.420138889
42633.413194444,42633.420138889
42612.413194444,42612.420138889
42612.413194444,42612.420138889
42605.413194444,42605.420138889
42605.413194444,42605.420138889
42605.413194444,42605.420138889
42598.413194444,42598.420138889
42598.413194444,42598.420138889
42598.413194444,42598.420138889
42591.413194444,42591.420138889
42584.413194444,42584.420138889
42584.413194444,42584.420138889
42584.413194444,42584.420138889
