inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:34 PM,4.05970372763928,30000000,43341.6580324074,43341.6744328704,-,-,0.1,-,-,0.1,60,43341.6744328704,-,-,0,-,43341.6745247338,"Ignored/ask,bid,",cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:11:11 PM,-,-,-,8/29/2018 4:11:11 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:34 PM,4.05970372763928,30000000,43341.6580324074,43341.6727546296,-,-,0.1,-,-,0.1,60,43341.6727546296,-,-,0,-,43341.6727646759,"Ignored/ask,bid,",cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:08:46 PM,-,-,-,8/29/2018 4:08:46 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:34 PM,4.05970372763928,30000000,43341.6580324074,43341.6580324074,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.6580324074,-,-,0,-,43341.6580700116,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:47:34 PM,-,-,-,8/29/2018 3:47:34 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:31 PM,4.05970372763928,30000000,43341.6579976852,43341.6579976852,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.6579976852,-,-,0,-,43341.6580059144,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:47:31 PM,-,-,-,8/29/2018 3:47:31 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:29 PM,4.05970372763928,30000000,43341.657974537,43341.657974537,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.657974537,-,-,0,-,43341.658000162,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:47:29 PM,-,-,-,8/29/2018 3:47:29 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:47:20 PM,4.05970372763928,30000000,43341.6578703704,43341.6578703704,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.6578703704,-,-,0,-,43341.6578873958,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:47:20 PM,-,-,-,8/29/2018 3:47:20 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21399179477372,30000000,8/29/2018 3:46:54 PM,4.10787532717038,30000000,43341.6575694444,43341.6575694444,4.21399179477372,100.444,30000000,4.10787532717038,100.9979,30000000,60,43341.6575694444,-,-,0,-,43341.6576070833,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:46:54 PM,-,-,-,8/29/2018 3:46:54 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21399179477372,30000000,8/29/2018 3:46:44 PM,4.10787532717038,30000000,43341.6574537037,43341.6574537037,4.21399179477372,100.444,30000000,4.10787532717038,100.9979,30000000,60,43341.6574537037,-,-,0,-,43341.6574867708,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:46:44 PM,-,-,-,8/29/2018 3:46:44 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:46:22 PM,4.05970372763928,30000000,43341.6571990741,43341.6571990741,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.6571990741,-,-,0,-,43341.6572126852,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:46:22 PM,-,-,-,8/29/2018 3:46:22 PM,-,-,-,-
170208.IB,4.2,indic/old,43341.6328571181,4.1625,4.17727272727273,Wide,43340.3824287963,4.15,indic/old,43341.6264163542,4.16,estimated,43340.3616178125,4.21999081217803,30000000,8/29/2018 3:46:21 PM,4.05970372763928,30000000,43341.6571875,43341.6571875,4.21999081217803,100.4128,30000000,4.05970372763928,101.2506,30000000,60,43341.6571875,-,-,0,-,43341.6571993866,TwoSide,cfets,-,PRICE,170208.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 3:46:21 PM,-,-,-,8/29/2018 3:46:21 PM,-,-,-,-
