inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6855671296,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:18:28 PM,3.10001201916275,30000000,43341.6855671296,43341.6875353009,-,-,0.1,-,-,0.1,60,43341.6875353009,-,-,0,-,43341.6875473495,"Ignored/ask,bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:30:03 PM,-,-,-,8/29/2018 4:30:03 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6855671296,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:18:28 PM,3.10001201916275,30000000,43341.6855671296,43341.6855671296,-,-,0.1,-,-,0.1,60,43341.6855671296,-,-,0,-,43341.685583125,"Ignored/ask,bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:27:13 PM,-,-,-,8/29/2018 4:27:13 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6855671296,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:18:28 PM,3.10001201916275,30000000,43341.6855671296,43341.6855671296,-,-,0.1,3.10001201916275,101.9684,30000000,60,43341.6855671296,-,-,0,-,43341.6855830787,"Ignored/bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:27:13 PM,-,-,-,8/29/2018 4:27:13 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,Tight,43341.6794907407,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:18:28 PM,3.10001201916275,30000000,43341.6794907407,43341.6794907407,3.72998817191867,101.0821,30000000,3.10001201916275,101.9684,30000000,60,43341.6794907407,-,-,0,-,43341.6795159954,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:18:28 PM,-,-,-,8/29/2018 4:18:28 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,Tight,43341.6750462963,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:12:04 PM,3.10001201916275,30000000,43341.6750462963,43341.6750462963,3.72998817191867,101.0821,30000000,3.10001201916275,101.9684,30000000,60,43341.6750462963,-,-,0,-,43341.6750572338,TwoSide,cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:12:04 PM,-,-,-,8/29/2018 4:12:04 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6750462963,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.72998817191867,30000000,8/29/2018 4:12:04 PM,3.240013497132,30000000,43341.6746296296,43341.6750462963,3.72998817191867,101.0821,30000000,-,-,0.1,60,43341.6750462963,-,-,0,-,43341.6750510764,"Ignored/ask,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:12:04 PM,-,-,-,8/29/2018 4:12:04 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6746296296,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.5,0.1,8/29/2018 3:41:21 PM,3.240013497132,30000000,43341.6746296296,43341.6747337963,-,-,0.1,-,-,0.1,60,43341.6747337963,-,-,0,-,43341.6747544907,"Ignored/ask,bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:11:37 PM,-,-,-,8/29/2018 4:11:37 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6746296296,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.5,0.1,8/29/2018 3:41:21 PM,3.240013497132,30000000,43341.6746296296,43341.6746296296,-,-,0.1,3.240013497132,101.7703,30000000,60,43341.6746296296,-,-,0,-,43341.6746434144,"Ignored/bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:11:28 PM,-,-,-,8/29/2018 4:11:28 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6745949074,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.5,0.1,8/29/2018 3:41:21 PM,3.240013497132,30000000,43341.6745949074,43341.6745949074,-,-,0.1,3.240013497132,101.7703,30000000,60,43341.6745949074,-,-,0,-,43341.6746246296,"Ignored/bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:11:25 PM,-,-,-,8/29/2018 4:11:25 PM,-,-,-,-
180202.IB,3.47561185503424,indic/old,43341.4332550926,3.47208866563503,3.47169720014623,average,43341.6537258333,3.46856547623582,indic/old,43341.4332157407,3.47561185503424,estimated,43341.4331511574,3.5,0.1,8/29/2018 3:41:21 PM,3.38999548203458,30000000,43341.6320949074,43341.6744907407,-,-,0.1,-,-,0.1,60,43341.6744907407,-,-,0,-,43341.6746160417,"Ignored/ask,bid,",cfets,-,PRICE,180202.IB_PKBond,8/30/2018 12:00:00 AM,-,-,-,-,-,-,-,-,-,8/29/2018 4:11:16 PM,-,-,-,8/29/2018 4:11:16 PM,-,-,-,-
