inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime
170209.IB,3.67,real,43341.7016669329,3.665,3.669999800004,Tight,43341.7016669329,3.66,real,43341.7016669329,3.665,real,43341.7013602199,3.67,0.1,8/29/2018 4:50:24 PM,3.66,5000,43341.7016669329,43341.7016669329,3.67,-,0.1,3.66,-,5000,60,43341.7016669329,-,-,0,-,43341.7020959954,"Ignored/trade,",CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:50:24 PM,-,-,-,8/29/2018 4:50:24 PM,-,-,-,-
170209.IB,3.67,real,43341.7013609375,3.665,3.669999800004,Tight,43341.7013609375,3.66,real,43341.7013609375,3.665,real,43341.7013602199,3.67,0.1,8/29/2018 4:49:57 PM,3.66,5000,43341.7013609375,43341.7013609375,3.67,-,0.1,3.66,-,5000,60,43341.7013609375,-,-,0,-,43341.7017784259,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:49:57 PM,-,-,-,8/29/2018 4:49:57 PM,-,-,-,-
170209.IB,3.67,real,43341.7013602199,3.66625,3.66916666666667,estimated,43341.7013602199,3.665,indic/guess,43341.7013602199,3.665,real,43341.7013602199,3.67,0.1,8/29/2018 4:49:57 PM,3.665,5000,43341.7013602199,43341.7013602199,3.67,-,0,3.665,-,0,60,-,3.665,-,0,43341.7013602199,43341.7017777083,Trade,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:49:57 PM,-,-,-,8/29/2018 4:49:57 PM,-,-,-,-
170209.IB,3.67,real,43341.7013602199,3.6675,3.669999900002,Tight,43341.7013602199,3.665,real,43341.7013602199,3.665,real,43341.6928472222,3.67,0.1,8/29/2018 4:49:57 PM,3.665,5000,43341.7013602199,43341.7013602199,3.67,-,0.1,3.665,-,5000,60,43341.7013602199,-,-,0,-,43341.7017777083,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:49:57 PM,-,-,-,8/29/2018 4:49:57 PM,-,-,-,-
170209.IB,3.67,real,43341.7012603935,3.6675,3.669999900002,Tight,43341.7012603935,3.665,real,43341.7012603935,3.665,real,43341.6928472222,3.67,0.1,8/29/2018 4:49:48 PM,3.665,5000,43341.7012603935,43341.7012603935,3.67,-,0.1,3.665,-,5000,60,43341.7012603935,-,-,0,-,43341.701689456,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:49:48 PM,-,-,-,8/29/2018 4:49:48 PM,-,-,-,-
170209.IB,3.67,real,43341.7008972569,3.6675,3.669999900002,Tight,43341.7008972569,3.665,indic/old,43341.6964239005,3.665,real,43341.6928472222,3.67,0.1,8/29/2018 4:49:17 PM,3.66,5000,43341.7008972569,43341.7008972569,3.67,-,0.1,3.66,-,5000,60,43341.7008972569,-,-,0,-,43341.7013147569,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:49:17 PM,-,-,-,8/29/2018 4:49:17 PM,-,-,-,-
170209.IB,3.67,real,43341.6964239005,3.6675,3.669999900002,Tight,43341.6964239005,3.665,real,43341.6964239005,3.665,real,43341.6928472222,3.67,0.1,8/29/2018 4:42:51 PM,3.665,5000,43341.6964239005,43341.6964239005,3.67,-,0.1,3.665,-,5000,60,43341.6964239005,-,-,0,-,43341.6968417361,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:42:51 PM,-,-,-,8/29/2018 4:42:51 PM,-,-,-,-
170209.IB,3.67,real,43341.6963985764,3.6675,3.669999900002,Tight,43341.6963985764,3.665,real,43341.6963985764,3.665,real,43341.6928472222,3.67,0.1,8/29/2018 4:42:48 PM,3.665,5000,43341.6963985764,43341.6963985764,3.67,-,0.1,3.665,-,5000,60,43341.6963985764,-,-,0,-,43341.6968164236,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:42:48 PM,-,-,-,8/29/2018 4:42:48 PM,-,-,-,-
170209.IB,3.67,indic/old,43341.6888877546,3.665,3.669999800004,Tight,43341.6928472222,3.66,real,43341.6928472222,3.665,real,43341.6928472222,3.69,3000,8/29/2018 4:37:42 PM,3.66,5000,43341.6928472222,43341.6928472222,3.69,-,0,3.66,-,0,60,-,3.665,-,0,43341.6928472222,43341.6928491898,Trade,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:37:42 PM,-,-,-,8/29/2018 4:37:42 PM,-,-,-,-
170209.IB,3.67,indic/old,43341.6888877546,3.665,3.669999800004,Tight,43341.6928472222,3.66,real,43341.6928472222,3.665,real,43341.6891666667,3.69,3000,8/29/2018 4:37:42 PM,3.66,5000,43341.6928472222,43341.6928472222,3.69,-,3000,3.66,-,5000,60,43341.6928472222,-,-,0,-,43341.6928491898,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:37:42 PM,-,-,-,8/29/2018 4:37:42 PM,-,-,-,-
170209.IB,3.67,real,43341.6888877546,3.665,3.669999800004,average,43341.689420162,3.66,real,43341.689420162,3.665,real,43341.6891666667,3.78,0.1,8/29/2018 4:32:45 PM,3.63,3000,43341.6891666667,43341.689420162,3.78,-,0.1,-,-,0.1,60,43341.689420162,-,-,0,-,43341.6894211111,BidOnly,CFIC-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:32:45 PM,-,-,-,8/29/2018 4:32:45 PM,-,-,-,-
170209.IB,3.67,real,43341.6888877546,3.665,3.669999800004,Tight,43341.6891666667,3.66,real,43341.6888877546,3.665,real,43341.6891666667,3.69,3000,8/29/2018 4:32:24 PM,3.63,3000,43341.6891666667,43341.6891666667,3.69,-,0,3.63,-,0,60,-,3.665,-,0,43341.6891666667,43341.6891727083,Trade,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:32:24 PM,-,-,-,8/29/2018 4:32:24 PM,-,-,-,-
170209.IB,3.67,real,43341.6888877546,3.665,3.669999800004,Tight,43341.6891666667,3.66,real,43341.6888877546,3.665,real,43341.6879050926,3.69,3000,8/29/2018 4:32:24 PM,3.63,3000,43341.6891666667,43341.6891666667,3.69,-,3000,3.63,-,3000,60,43341.6891666667,-,-,0,-,43341.6891727083,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:32:24 PM,-,-,-,8/29/2018 4:32:24 PM,-,-,-,-
170209.IB,3.67,real,43341.6888877546,3.665,3.669999800004,Tight,43341.6888877546,3.66,real,43341.6888877546,3.665,real,43341.6879050926,3.67,0.1,8/29/2018 4:31:59 PM,3.66,5000,43341.6888877546,43341.6888877546,3.67,-,0.1,3.66,-,5000,60,43341.6888877546,-,-,0,-,43341.6892937963,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:31:59 PM,-,-,-,8/29/2018 4:31:59 PM,-,-,-,-
170209.IB,3.67,real,43341.688861713,3.665,3.669999500025,Tight,43341.688861713,3.66,real,43341.688861713,3.665,real,43341.6879050926,3.67,0.1,8/29/2018 4:31:57 PM,3.66,2000,43341.688861713,43341.688861713,3.67,-,0.1,3.66,-,2000,60,43341.688861713,-,-,0,-,43341.6892677431,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:31:57 PM,-,-,-,8/29/2018 4:31:57 PM,-,-,-,-
