inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime
150223.IB,2.3,real,43341.6737163657,2.2975,2.29999800004,Wide,43341.6316859722,2.2,indic/old,43341.6664699074,2.3,real,43341.6119791667,2.3,5000,8/29/2018 4:10:09 PM,2.2,5000,43341.6664699074,43341.6737163657,2.3,-,5000,-,-,0.1,60,43341.6737163657,-,-,0,-,43341.6741328935,BidOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 4:10:09 PM,-,-,-,8/29/2018 4:10:09 PM,-,-,-,-
150223.IB,2.3,real,43341.6664699074,2.2975,2.29999800004,Wide,43341.6316859722,2.2,real,43341.6664699074,2.3,real,43341.6119791667,2.3,0.1,8/29/2018 3:59:43 PM,2.2,5000,43341.6664699074,43341.6664699074,2.3,-,0.1,2.2,-,5000,60,43341.6664699074,-,-,0,-,43341.6664707986,TwoSide,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:59:43 PM,-,-,-,8/29/2018 3:59:43 PM,-,-,-,-
150223.IB,2.3,indic/old,43341.6423984722,2.2975,2.2625,Wide,43341.6316859722,2.2,real,43341.6605248611,2.3,real,43341.6119791667,2.3,3000,8/29/2018 3:25:03 PM,2.2,5000,43341.6605248611,43341.6605248611,-,-,0.1,2.2,-,5000,60,43341.6605248611,-,-,0,-,43341.660547338,AskOnly,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:51:09 PM,-,-,-,8/29/2018 3:51:09 PM,-,-,-,-
150223.IB,2.3,indic/old,43341.6423984722,2.2975,2.2625,Wide,43341.6316859722,2.2,indic/old,43341.6423984722,2.3,real,43341.6119791667,2.3,3000,8/29/2018 3:25:03 PM,2.2,5000,43341.6423984722,43341.6562808218,-,-,0.1,-,-,0.1,60,43341.6562808218,-,-,0,-,43341.6566970486,Quote withdrawn,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:45:02 PM,-,-,-,8/29/2018 3:45:02 PM,-,-,-,-
150223.IB,2.3,real,43341.6423984722,2.2975,2.2625,Wide,43341.6316859722,2.2,real,43341.6423984722,2.3,real,43341.6119791667,2.3,3000,8/29/2018 3:25:03 PM,2.2,5000,43341.6423984722,43341.6423984722,2.3,-,3000,2.2,-,5000,60,43341.6423984722,-,-,0,-,43341.6424212963,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:25:03 PM,-,-,-,8/29/2018 3:25:03 PM,-,-,-,-
150223.IB,2.3,real,43341.638718669,2.2975,2.28333333333333,Wide,43341.6316859722,2.2,real,43341.638718669,2.3,real,43341.6119791667,2.3,1000,8/29/2018 3:19:45 PM,2.2,5000,43341.638718669,43341.638718669,2.3,-,1000,2.2,-,5000,60,43341.638718669,-,-,0,-,43341.6391371875,TwoSide,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:19:45 PM,-,-,-,8/29/2018 3:19:45 PM,-,-,-,-
150223.IB,2.3,real,43341.6316859722,2.2975,2.28333333333333,Wide,43341.6316859722,2.2,real,43341.6318981481,2.3,real,43341.6119791667,2.3,1000,8/29/2018 3:09:37 PM,2.2,5000,43341.6318981481,43341.6318981481,-,-,0.1,2.2,-,5000,60,43341.6318981481,-,-,0,-,43341.6319084491,AskOnly,TPSC-qb,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:09:56 PM,-,-,-,8/29/2018 3:09:56 PM,-,-,-,-
150223.IB,2.3,real,43341.6316859722,2.2975,2.28333333333333,Wide,43341.6316859722,2.2,real,43341.6316859722,2.3,real,43341.6119791667,2.3,1000,8/29/2018 3:09:37 PM,2.2,5000,43341.6316859722,43341.6316859722,2.3,-,1000,2.2,-,5000,60,43341.6316859722,-,-,0,-,43341.6317091782,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:09:37 PM,-,-,-,8/29/2018 3:09:37 PM,-,-,-,-
150223.IB,2.3,real/choice,43341.6314986227,2.3,2.3,Tight,43341.6314986227,2.3,real/choice,43341.6313539583,2.3,real,43341.6119791667,2.3,1000,8/29/2018 3:09:21 PM,2.2,6000,43341.6314986227,43341.6314986227,2.3,-,1000,2.2,-,6000,60,43341.6314986227,-,-,0,-,43341.6315215394,TwoSide,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:09:21 PM,-,-,-,8/29/2018 3:09:21 PM,-,-,-,-
150223.IB,2.305,indic/old,43341.6313539583,2.3025,2.304995004995,average,43341.6314197685,2.3,real,43341.6313539583,2.3,real,43341.6119791667,2.3,5000,8/29/2018 3:02:42 PM,2.2,6000,43341.6314197685,43341.6314197685,-,-,0.1,2.2,-,6000,60,43341.6314197685,-,-,0,-,43341.6314310995,AskOnly,PATR-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,8/29/2018 3:09:14 PM,-,-,-,8/29/2018 3:09:14 PM,-,-,-,-
