inst,adjBidPx,adjBidStatus,adjBidTime,adjMidPx,adjMidVW,adjMidStatus,adjMidTime,adjAskPx,adjAskStatus,adjAskTime,adjLastPx,adjLastStatus,adjLastTime,LastBestBidPx,LastBestBidSz,LastBestBidTime,LastBestAskPx,LastBestAskSz,LastBestAskTime,EventTime,BidPx,BidPrice,BidSz,AskPx,AskPrice,AskSz,TimeInForce,QuoteTime,TradePx,TradePrice,TradeSz,TradeTime,insertTime,Status,Source,refYield,quoteType,contractId,settlementDate,ClosePx,CloseTime,EventType,Price,Size,Time,RealBidPx,RealBidSz,RealBidSc,BidLastRefreshTime,RealAskPx,RealAskSz,RealAskSc,AskLastRefreshTime,LastFuncCallTime,ZSpread,ValidToTime,LastThresholdUseTime
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.04,50000000,43042.3727041782,43042.3999058681,-,-,0.1,-,-,0,60,43042.3999058681,-,-,0,-,43042.4166907639,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/3/2017 9:35:51 AM,-,-,-,11/3/2017 9:35:51 AM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.04,50000000,43042.3727041782,43042.3959497222,-,-,0.1,-,-,0,60,43042.3959497222,-,-,0,-,43042.3958623958,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/3/2017 9:30:10 AM,-,-,-,11/3/2017 9:30:10 AM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.04,50000000,43042.3727041782,43042.3783299421,-,-,0.1,-,-,0,60,43042.3783299421,-,-,0,-,43042.3782403704,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/3/2017 9:04:47 AM,-,-,-,11/3/2017 9:04:47 AM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.04,50000000,43042.3727041782,43042.3750952083,-,-,0.1,-,-,0,60,43042.3750952083,-,-,0,-,43042.3750064468,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/3/2017 9:00:08 AM,-,-,-,11/3/2017 9:00:08 AM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.04,50000000,43042.3727041782,43042.3727041782,-,-,0.1,3.04,-,50000000,60,43042.3727041782,-,-,0,-,43042.3750064468,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/3/2017 8:56:41 AM,-,-,-,11/3/2017 8:56:41 AM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.7709361343,-,-,0.1,-,-,0,60,43041.7709361343,-,-,0,-,43041.7708565046,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 6:30:08 PM,-,-,-,11/2/2017 6:30:08 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.753008125,-,-,0.1,-,-,0,60,43041.753008125,-,-,0,-,43041.752927963,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 6:04:19 PM,-,-,-,11/2/2017 6:04:19 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.7501283796,-,-,0.1,-,-,0,60,43041.7501283796,-,-,0,-,43041.7500498958,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 6:00:11 PM,-,-,-,11/2/2017 6:00:11 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.7292781829,-,-,0.1,-,-,0,60,43041.7292781829,-,-,0,-,43041.7291978935,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 5:30:09 PM,-,-,-,11/2/2017 5:30:09 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.7113837731,-,-,0.1,-,-,0,60,43041.7113837731,-,-,0,-,43041.7113031481,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 5:04:23 PM,-,-,-,11/2/2017 5:04:23 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.7084493056,-,-,0.1,-,-,0,60,43041.7084493056,-,-,0,-,43041.7083693056,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 5:00:10 PM,-,-,-,11/2/2017 5:00:10 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6876159144,-,-,0.1,-,-,0,60,43041.6876159144,-,-,0,-,43041.6875354282,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 4:30:10 PM,-,-,-,11/2/2017 4:30:10 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6697749421,-,-,0.1,-,-,0,60,43041.6697749421,-,-,0,-,43041.6696961458,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 4:04:28 PM,-,-,-,11/2/2017 4:04:28 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6667760185,-,-,0.1,-,-,0,60,43041.6667760185,-,-,0,-,43041.6666946296,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 4:00:09 PM,-,-,-,11/2/2017 4:00:09 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.645946412,-,-,0.1,-,-,0,60,43041.645946412,-,-,0,-,43041.6458653125,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 3:30:09 PM,-,-,-,11/2/2017 3:30:09 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6283192245,-,-,0.1,-,-,0,60,43041.6283192245,-,-,0,-,43041.6282368171,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 3:04:46 PM,-,-,-,11/2/2017 3:04:46 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6251135532,-,-,0.1,-,-,0,60,43041.6251135532,-,-,0,-,43041.6250322801,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 3:00:09 PM,-,-,-,11/2/2017 3:00:09 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.6042846759,-,-,0.1,-,-,0,60,43041.6042846759,-,-,0,-,43041.6042026389,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 2:30:10 PM,-,-,-,11/2/2017 2:30:10 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5864623032,-,-,0.1,-,-,0,60,43041.5864623032,-,-,0,-,43041.586378831,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 2:04:30 PM,-,-,-,11/2/2017 2:04:30 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5834362963,-,-,0.1,-,-,0,60,43041.5834362963,-,-,0,-,43041.583354294,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 2:00:08 PM,-,-,-,11/2/2017 2:00:08 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5626182523,-,-,0.1,-,-,0,60,43041.5626182523,-,-,0,-,43041.5625344676,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 1:30:10 PM,-,-,-,11/2/2017 1:30:10 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5446254282,-,-,0.1,-,-,0,60,43041.5446254282,-,-,0,-,43041.5445407292,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 1:04:15 PM,-,-,-,11/2/2017 1:04:15 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5417742014,-,-,0.1,-,-,0,60,43041.5417742014,-,-,0,-,43041.5416893056,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 1:00:09 PM,-,-,-,11/2/2017 1:00:09 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5209290625,-,-,0.1,-,-,0,60,43041.5209290625,-,-,0,-,43041.5208436458,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 12:30:08 PM,-,-,-,11/2/2017 12:30:08 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5029691088,-,-,0.1,-,-,0,60,43041.5029691088,-,-,0,-,43041.5028831366,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 12:04:16 PM,-,-,-,11/2/2017 12:04:16 PM,-,-,-,-
150224.IB,4.8,indic/guess,43039.4252430556,3.43751604865959,4.7999999999,Wide,43038.6067578472,3.05,indic/old,43041.3708510995,4.75,estimated,43039.5030082639,4.8,0.1,10/31/2017 10:12:21 AM,3.05,50000000,43041.3708510995,43041.5001103009,-,-,0.1,-,-,0,60,43041.5001103009,-,-,0,-,43041.5000255093,AskOnly,CBBJ-wind,-,YIELD,,-,-,-,-,-,-,-,-,-,-,11/2/2017 12:00:09 PM,-,-,-,11/2/2017 12:00:09 PM,-,-,-,-
